Niche,App Name,Logo URL,Install Count,Release Date,Rating,Review Count,App Link,Developer,Description,Keywords,Screenshot 1,Screenshot 2,Screenshot 3,Screenshot 4
Games,Hatch Dragons,https://play-lh.googleusercontent.com/tWSpMMixH1mx7Yv5DnEZdRaiHK68V6tZGYpr7WvgiluvGmuuRY_RefxseSKMcg5oV4YBUAtJZONrExg1qFkn=w240-h480-rw,500K+,"Mar 4, 2026",4.7,20.1K reviews,https://play.google.com/store/apps/details?id=com.runawayplay.dragons&hl=en_US&gl=US,Runaway Play,"Discover Dragons like you’ve never seen before! Collect and care for hundreds of unique Dragons, uncovering their origins as they grow. From playful Cat Dragons to rare Bluebell Dragons, every new Dragon you hatch and raise brings this cozy, peaceful world to life.Long ago, Dragons filled this enchanted forest, thriving alongside nature. Each evolved into forms as diverse as the surrounding flora and fauna. Some shimmered with glittering scales, others were soft and furry, and some even bloomed with flowers or mushrooms.When nearby mining drove the Dragons away, fog crept in and the forest fell silent for years. Now, join Liv the Elf to lift the fog, summon the Dragons home, and help the forest sparkle with life once more.GAME HIGHLIGHTS✨ Summon Dragons: Help Liv mix elements, gems, and more to call Dragons of all shapes, forms, and rarities to your forest.💖 Raise Dragons: Hatch eggs, feed your Dragons, and help them grow into magical, bonded companions.📖 Collect Hundreds of Dragons: Discover a magical array of Dragons that evolved alongside nature.🔮 Uncover Lore: Reveal charming legends and little-known facts about your Dragons.🌲 Explore and Restore: Clear the fog and help the forest awaken with life, magic, and folkloric friends.🍄 Decorate Your Forest: Adorn your forest with plants and decor that possess magical abilities to help you progress.🎁 Missions and Events: Missions, updates, and limited-time events bring exciting new Dragons, décor, and rewards. There’s always something new to discover!If you love Dragons, cozy collection games, and relaxing adventures, you will be enchanted by Hatch Dragons.*****Hatch Dragons is developed and published by Runaway.This game is free to play but does contain in-app purchases. If you run into any issues while playing or you have any suggestions, please reach out to us at support@runaway.zendesk.com","dragons, forest, help, your, new",https://play-lh.googleusercontent.com/-igf16Yp7I5zFRUCyPa32POZwlQeH9JFR67_o1Zb-0r3hGFhxvMGt_4atiP7vqOueMk=w526-h296-rw,https://play-lh.googleusercontent.com/tF2MXle2EiM8nRtOInXNK4QTF-q47CEEVfD04TaWdEE7z-_GDHUj17GRCs_aDjvGnr4=w526-h296-rw,https://play-lh.googleusercontent.com/6L5rAcmItK9lz2KK822D9znevPF80oXvRY5XjAfUy5otskpzee49pgQrTFsSREXys5r6=w526-h296-rw,https://play-lh.googleusercontent.com/wl1RxSp4eHrWctbCJL6G4MSJfjSoZQbHVVYTW8q0Fk_f3zcHkPPmV7P320mAp25KXg=w526-h296-rw
Games,HEAVENHELLS: Anime Squad RPG,https://play-lh.googleusercontent.com/wN9JX-ctnrfLys9dVUkzs4gWRBLVPMFAlvBtydnqeLdWuP9HFUQ1Mwieu4xqZ9bSoHtIr44yJMVM0vIv2h2TGdk=w240-h480-rw,500K+,"Mar 4, 2026",4.3,9.12K reviews,https://play.google.com/store/apps/details?id=com.clovergames.avalonclient&hl=en_US&gl=US,CloverGames,"Welcome to HEAVENHELLS, an anime RPG where your tactical strategy is the only thing standing between humanity and oblivion.When Purgatory tore open and Hellions poured into our world, everything we called normal crumbled in an instant.But from the ashes of disaster, girls wielding extraordinary power began to emerge—the only ones capable of fighting back against the demonic threat.The world calls them WiTCHes.As their newly appointed Captain, you're humanity's last hope.Their lives, and our future, rest in your hands.⚔️Your Choices Decide Victory in Real-Time Combat■ Tactical Team-Building – Master each WiTCH's unique abilities and synergies to create the ultimate squad.■ Real-Time Command – Outmaneuver Hellions across corrupted battlefields with strategic Commander Skills.■ Explosive Action – Devastate enemies in one blow with visually breathtaking skills in stylish and satisfying combat.💖The Girls Who Fight for You—Up Close and Personal■ Stunning Anime 3D Visuals – Breathtaking character models that capture every detail of each character’s original art with meticulous precision.■ Living, Breathing Characters – Watch them respond to your every interaction with realistic expressions, eye contact, and breathing animations.■ Bonds Beyond the Battlefield – Share their daily lives, worries, and small moments of joy. Discover sides of them that only you will ever see.🎬A Story Told Like an Anime Come Alive■ High Cinematic Production Value – Experience an immersive story directed with mainstream TV-quality anime graphics and emotional depth.■ A Journey of Trust and Growth – Unravel the truth behind the disaster while forging unbreakable bonds with your WiTCHes.Captain, your WiTCHes are waiting.Step into command now.─────🎉 GLOBAL LAUNCH REWARDSCelebrate the worldwide release and claim your starter rewards!Log in now to claim [SSR] ERENA, the Ultimate Squad Leader!─────Stay connected for the latest news and updates!YouTube: https://www.youtube.com/@heavenhells_globalOfficial Website: https://www.heavenhells.com/en","your, anime, them, tactical, hellions",https://play-lh.googleusercontent.com/tA3qitR-ugwNsckZi-YOPk6QrG0_IpoYs5jcM2cGYpgA9NuUp5AvOvuZsXh1W1utBzSxAfPVTcIQkIKXSH1i=w526-h296-rw,https://play-lh.googleusercontent.com/l06WXpdiHYr6x1Bj2FbCjeM3yeMTXwqtyp89VjUTG1pab6kL8H94kXZwBSfgh09V7ox3ELCsK72P2ARYZ0roxw=w526-h296-rw,https://play-lh.googleusercontent.com/x9rFKM4t6jzfrCLgx6yjyc3NxFcLQ9mA0SOwtStoK1KXVAYS9Fl1Uob5ANs3yHY7wwVHI9nrLRir7pcJCeLvdw=w526-h296-rw,https://play-lh.googleusercontent.com/rpL_l1hNk9QWoITv11Gw5k-TsU4NgIgP0emz9jpvblZQkunrqwszzBe833FSxBW9s6d0W8G8sivapKnw-3qqYxU=w526-h296-rw
Games,Jewel Craze: Match 3 Puzzle,https://play-lh.googleusercontent.com/qTk5VP5lLyrekUw-seDMedjnJ8SqjJFHHV1aqY50uz6NA5p5S_Q66jQH51U6c8GqRfw34xbl3AVn1fgf73hH2Q=w240-h480-rw,100K+,"Jan 12, 2026",4.8,1.72K reviews,https://play.google.com/store/apps/details?id=com.puzzlegame.match3.jewelcraze&hl=en_US&gl=US,SOFISH GAMES,"Welcome to Jewel Craze: Match 3 Puzzle — whether you’re looking to unwind or craving an exciting challenge, this game delivers a smooth and satisfying experience for everyone!Here, you’ll discover thousands of uniquely crafted levels, silky-smooth match mechanics, diverse item combinations, and cleverly designed traps and puzzles. Powerful special gems, dazzling combos, and magical blast effects create a feast of visuals and strategy!💎A Huge Variety of LevelsThousands of meticulously designed stages with gradually increasing difficulty, keeping challenge and fun perfectly balanced.🎯Easy to Play, Hard to MasterA simple swipe is all it takes to make matches, but achieving massive combos and smart strategies calls for wit and keen insight.💥Powerful Boosters & Special Gem CombosUnlock unique boosters and special gems to crush tough levels and charge toward victory!🔮Stunning Visuals & Magical EffectsSmooth animations paired with impactful explosions turn every match into a spectacular show.🕹️Play Freely, Without LimitsNo Energy Limits — play as long as you want!No Time Limits — relax and enjoy at your own pace!No Internet Required — enjoy the game anytime, anywhere!Ready to dive into the dazzling world of Jewel Craze? Download now and embark on a magical adventure where match-3 strategy meets thrilling gameplay!","match, special, magical, jewel, craze",https://play-lh.googleusercontent.com/91xtZWA6c4urGxnVLAc9WaKCxla-Zg-ODbuUuOTwy4O5qKeFLBTD7mFXIAh9UhKPOxg=w526-h296-rw,https://play-lh.googleusercontent.com/mH4zVFsJrVU3BYEn0MxzuLglMgnlTQBHU0btteJxwEMgPOx7cG_6OZGL1trnchIYXg=w526-h296-rw,https://play-lh.googleusercontent.com/c--yznG9Dfc-C1Yt-Ra3SMfPfzUKPf6h6SSOwv4i4sskB2r9LpY9MSGA2zwEtV3yVg=w526-h296-rw,https://play-lh.googleusercontent.com/nbHgeXXva5Q5MsBaQ24DS6Xz1jcY3cNVgyf3Hewyk0oBj5VT1wcWUB7NUv-aGKDQOoU=w526-h296-rw
Games,Last Asylum: Plague,https://play-lh.googleusercontent.com/HOFXbIOJIZGru5_UM5hdGDmP7HIgxGJEx4dQAbPClmAtrNw3tVL9fY5NNHfa7VgIMFU-Sr3-s5FQGfaYJYhP=w240-h480-rw,1M+,"Feb 28, 2026",4.6,46.3K reviews,https://play.google.com/store/apps/details?id=com.phs.global&hl=en_US&gl=US,37GAMES GLOBAL,"One sanctuary. One doctor. One last chance.A mysterious plague has swept across the world, leaving chaos in its wake. As a plague doctor, you become the town's final beacon of hope. Build and manage a sanctuary, heal those you can, and guide your people through the darkest days of the pandemic. Your strategy will shape their future.[The Sanctuary of Hope]Run your sanctuary as the last refuge against the plague.Treat patients, craft herbal remedies, and expand your wards to shelter the growing tide of the sick and desperate.[Counter the Rat Swarm]Hold the last line against the Rat Swarm.Recruit and upgrade your heroes. Build as many defensive towers as you can. Slay the Rat King to repel the swarm.[Gather Resources, Rebuild the Town]Dispatch survivors to gather resources and secure outposts in the wild.Collect timber, herbs, food, and other essential supplies. Construct production facilities, expand warehouses, and upgrade residential buildings to house more survivors.[Seize Abandoned Ruins]Form elite squads of heroes to reclaim plague-ridden towns.Create the best lineup of different types of heroes. Outsmart contenders on the battlefield. Gain control of crucial cities. Expand your territory in this world.","your, sanctuary, one, last, expand",https://play-lh.googleusercontent.com/MsDsRt-8aVXMf6u48T91zk4qqFP2-THlsCeAtlDItE69BX7OF_wlQMRAgyZjWbZ5HOpDw7xtypb49e4N-8OnJ98=w526-h296-rw,https://play-lh.googleusercontent.com/bh3ffZZ30kIk1sAGs7t0biK6bncAy-bizpXcRBav26E-9ZsfYyv_Kc_KlwyBq11jj3e3K-DQagWtGFxZ-9LLnA=w526-h296-rw,https://play-lh.googleusercontent.com/3xquqPetJMM0eIJ2Vd9Urjw3nrYcY3Wg2ksvpgQ6B0uEtuB97SyT008h_5N_q6D5Pd735Ku2fYk9ELwPe_9eoL8=w526-h296-rw,https://play-lh.googleusercontent.com/OLxLkh9HSXP7O4eKojVCcFKbDIMIXuPNpie53j26pFMdgZBF1_-_sCBnxSea0VuB8h2aNq_PC2Ocm4GrAATKsA=w526-h296-rw
Music,"Lyra - Music, Radio & Podcasts",https://play-lh.googleusercontent.com/GUKUJ-6EfUxBeg6ehQ5KBsT103iwTl5Cch5_AiawPdYm_w97bTb579Mmv7-A90JycoqnKFm05S7-7FLL9Y8_iw=w240-h480-rw,100K+,"Oct 22, 2025",4.3,16.9K reviews,https://play.google.com/store/apps/details?id=com.musicapp.lyra&hl=en_US&gl=US,Lyra Music,"Meet Lyra – the music streaming app designed for those who live for sound.Stream millions of tracks, create your own playlists, and vibe with a beautiful, lightning-fast interface. Lyra is your companion for every mood, workout, party, and moment of calm.Key features:• Unlimited music streaming• Listen to trending podcasts across every genre• Live radio stations from around the world• Curated playlists for every vibe• Save your favorite tracks and listen again anytime• Sleek, minimal design with dark & light mode• Discover new artists and top charts• Lightweight, fast, and privacy-focused• No account requiredWhether you're chilling at home, driving, or working out — Lyra makes every beat count.","lyra, your, music, streaming, live",https://play-lh.googleusercontent.com/elF4bAqY7K05W6hAC0fUuCyFSHTm90QY67wuNfR8oPBMv7Hx7jXAQa0CaKs4swLwVvAf6c2MrzWpPMO6jlfpXQ=w526-h296-rw,https://play-lh.googleusercontent.com/23U4R3D4A-VbmoOXel4xqOHYIuJZU12VMpzRp9I0raRQXfI0VOXsmCRvupPXaLGJZupg0vccOGfyHVxy8qqsbGE=w526-h296-rw,https://play-lh.googleusercontent.com/uxUEJPtXV4BG6lJeKrHJMOJuhdiCc_Nc9N5LK-A5zDKjGxH3qRvxQ_Sfh2h6P0OGWOtVcVRo5v2xStILCzKn1A=w526-h296-rw,https://play-lh.googleusercontent.com/Q8D0UBdV7WyKuFgWSOVGJvCFfBtlXyVqtZzrGT6altBsz5khV4YDMC-JSunqcQIAEnNI8u8SGjAg9dCUNaCZxQ=w526-h296-rw
Games,Mahjong Spirit: Match Game,https://play-lh.googleusercontent.com/4LePhbtVKEoN0CD5VZ3gn2yYqm7Iy-J8oZJwymKgC7UV28jWCqKmNFo_oJgEdy_en5GLzv4MIBi-mcZV527K=w240-h480-rw,100K+,"Mar 4, 2026",5.0,110 reviews,https://play.google.com/store/apps/details?id=mahjong.game.match.spirit.casual&hl=en_US&gl=US,Lynn Mobile Puzzle Games,"🀄 Mahjong Spirit is a calm, senior-friendly Mahjong tile-matching game that blends classic Mahjong with light progression and events. It is perfect for relaxing moments, from morning coffee to evening rest.Designed with clear tiles, gentle pacing, and simple controls, it offers a comfortable and stress-free Mahjong experience for all ages, especially seniors.🎮 How to PlayMatch two identical, available tiles to clear the board. Simple and classic Mahjong rules.🧩 Highlights😌 Relaxing & Senior-Friendly GameplayEnjoy classic Mahjong with no timers and no pressure. Large, clear tiles, clean layouts, and balanced difficulty make it ideal for seniors, beginners, and casual players.🎯 Daily ChallengesComplete gentle daily goals to earn rewards and build a relaxed, enjoyable routine. No rush, no stress.🏆 Leaderboard EventsCollect golden-themed Mahjong tiles and climb the rankings, showing steady progress at your own pace.🗺️ Journey Events & Beautiful ThemesUnlock elegant image collections and explore fresh visual themes, adding variety and discovery to classic Mahjong.📴 Play Anytime, Even OfflineFully playable offline with helpful tools like hints and shuffle.Perfect for relaxed play anywhere, anytime.Looking for a classic Mahjong puzzle that’s easy on the eyes, gentle on the mind, and rewarding over time?🥰Mahjong Spirit: Match Game is made for you. 📩 Feedback & Supportblockpuzzleonlinestudio@gmail.com","mahjong, classic, tiles, clear, gentle",https://play-lh.googleusercontent.com/pkRJItONmD2VOz6enlkaAC6wcBCZRwl3y_zRjOb1OM27IVdliwoRQV3Ag2j2FYOudBfn2hCAb5eIkukzJlxrAw=w526-h296-rw,https://play-lh.googleusercontent.com/d-G-i7AE01lNMQvA2PWRHn_ZNEp30ecc5do_hul11x-MBPzEUtSJ6yjDMqtT_T1JGVkiDAesuzMD4O9-8iZSaA=w526-h296-rw,https://play-lh.googleusercontent.com/By7WxM0n76SY6UzSjjSMc-JubHBTHd1AeMaW8PYfv_IIwOdBlzQgfroXqStHGs1oSxcYrzTFRmzfbdbDNI65uw=w526-h296-rw,https://play-lh.googleusercontent.com/INxzs1c3w8JMKKoOfHUz1Fa0gWOqHXMKQjkXTqgLC9C_poNt4KRQBK_PjVwszOghqvQgLJ_UVi1fGPImmXyQHA=w526-h296-rw
Productivity,Manus AI,https://play-lh.googleusercontent.com/7RIeDBEnjVVn3d1yr441p7u0BK9eT8E6P9i__XYTcJAzOe7sqVgJp7pmlypqY9NBqjI=w240-h480-rw,1M+,"Apr 23, 2025",4.6,250K reviews,https://play.google.com/store/apps/details?id=tech.butterfly.app&hl=en_US&gl=US,BUTTERFLY EFFECT PTE. LTD.,"Leave it to ManusManus from Meta is a general AI agent that bridges mind and action: it doesn't just think, it delivers results. Manus excels at various tasks in work and life, getting everything done while you rest.From Idea to ExecutionWhereas other AI tools stop at brainstorming, Manus sees your ideas to execution. Using its own ""computer"", Manus breaks down your task into a to-do list, executes these subtasks, and delivers your final result.Your Trusted ColleagueManus works asynchronously in the cloud, meaning that you can simply close your devices and Manus will notify you when your task is complete. You can also stop and edit your prompt at any time. Stunning & Structured SlidesWith a single prompt, Manus generates entire slide decks tailored to your needs. Whether you're presenting in a boardroom, a classroom, or online, Manus ensures your message lands. Once you are done, export or share it with colleagues and peers.Free & Unlimited ChatAsk any question, get instant answers. Need more power? One-click upgrade to Agent Mode with advanced capabilities from asking simple questions to creating comprehensive outputs.Design & Deploy Websites Manus turns any file into an engaging website with one prompt. Spreadsheets, slides, images, resumes, books... All your files can be more sharable, interactive, and visually impressive as a website.Image & Video GenerationFor both image and video, Manus transforms simple prompts into complete stories. Whether it's creating a poster froma piece of crumpled paper or a high fashion concept, Manus brings your inner artist to life. Reclaim your timeTasks that used to take 20 hours can be reduced to one with Manus. Whether that's turning complex data into visual representations or automating repetitive routines, leave it to Manus so that you can turn your attention to engaging tasks.Privacy Policy: https://manus.im/privacyTerms of Use: https://manus.im/terms","your, manus, into, prompt, any",https://play-lh.googleusercontent.com/a3F915RlRowD8pnvaQhAA_U4GIqmGOyIpyslboXvI6B6AKqAzIVqycjuJMYqlGJu5Ws=w526-h296-rw,https://play-lh.googleusercontent.com/O9y2qPv17zq2H9XwNHe6Daqhis6CdmHAceeAIai1kVgmUa9C_e8KAJk9-cLWEOPDbQ0=w526-h296-rw,https://play-lh.googleusercontent.com/wfJ0ssJ7IPefeSP6x5hF_ggZ0eqoOa3VGFKbY_vra4Q7MG8wTl0JNaMo9WP-EJyyzA=w526-h296-rw,https://play-lh.googleusercontent.com/hwSj1BAomBj6LB1NSD_d-VdOh3zGHr2hDtOhasN-T-9sEnUEsgL_Uw81VropGSwdxg=w526-h296-rw
Games,Medabots Survivors,https://play-lh.googleusercontent.com/QTpDvf339LbGx6DiEs9gNttM5K5PoE_tAtGut9dkbKWFonY3nNO5RiZmuBQsZIngx7fxoKuMqlh0DuQ6FSN9_Bs=w240-h480-rw,100K+,"Feb 24, 2026",4.4,8.26K reviews,https://play.google.com/store/apps/details?id=jp.co.imagineer.medarotsurvivors&hl=en_US&gl=US,"Imagineer Co.,Ltd.","A New Survivor Action Game is Here!Recruit Medabots, robots with unique skills, and survive against a horde of enemies.▽Simple Action GameCommand your unique Medabots with simple controls and survive against the onslaught of approaching enemies! The key to victory is the player's choice of which Medabots to recruit from their limited fighting force!▽Medabots with Various SkillsThere will be over 60 playable Medabots available at release! Wipe out enemies with missiles! Sweep away nearby enemies! Set traps to intercept enemies!Each Medabot uses their unique skills to fight!Experience the thrilling battles that lead to dramatic reversals!Stay tuned for future information!","medabots, unique, enemies, action, skills",https://play-lh.googleusercontent.com/5GJDFjdwPCb2qYti7I_KrXH5FQ4sdi4fgK7M6x8VxyITWuQRfw4z52N_YUp1a1yuX6KnlvbRNeFbolsIl6DGdg=w526-h296-rw,https://play-lh.googleusercontent.com/HZQDx-QuxGWYBSybRe8gB0NT18sKPT_j7JiL7Hm3kSsmf6IbhdSNz7sW5OraZ6yj04qmJf2ZP8zaP4HMt4VOvUE=w526-h296-rw,https://play-lh.googleusercontent.com/Sg0DPbN-uyTL41QFJPSKYpIv7I-0vb2FQqxAojE7Yxr4YEGSZW4-u8iIE2FqpFSLYMvNVvptBdKOJ9s25s3hAXA=w526-h296-rw,https://play-lh.googleusercontent.com/hNJDeHp5kweQ-RXZfUAgTa4MI0iqGT3bP6lWGTOtnd0dkiJ0A_ji-8yTTUbyOu4tTSrBntfaFMLMqhj2nd_rqA=w526-h296-rw
Games,Merge Princess Saga,https://play-lh.googleusercontent.com/2bS25IXqdBm6hHapO0IT2mz_iiL33IWkh8IZlTI1IjJOugdlfsgkIhGRjStrnvMokjvrzo5ooI_bClIwS8rPOw=w240-h480-rw,10K+,"Jan 12, 2026",4.8,126 reviews,https://play.google.com/store/apps/details?id=com.sofish.mergeprincesssaga.gp&hl=en_US&gl=US,SOFISH GAMES,"A dark curse has shattered your kingdom! Only your mastery of the merge can save it. Welcome to Merge Princess Saga! 🌟When an evil witch launches a surprise attack, chaos engulfs your once-thriving realm. As the brave princess, you're humanity's last hope! Embark on an epic fantasy adventure where every decision and every merge brings you closer to reclaiming your destiny.Dive into mysterious lands, uncover ancient secrets, and merge hundreds of magical items to empower yourself and restore the kingdom to its former glory. Can you master the art of merging, unravel the truth behind the invasion, and save your homeland in this enchanting, challenge-filled journey?🔮 MASTER THE ART OF MERGING:Combine and merge hundreds of mystical objects – from sparkling enchanted gems and rare artifacts to essential resources and powerful tools! Merge three or more to create superior items, unlock potent magic, and overcome perilous threats. The more you merge, the stronger your strategy and your kingdom become!🏰 RESTORE & DESIGN YOUR DREAM KINGDOM:Your shattered kingdom awaits! Use the abundant resources gained from your clever merging to rebuild magnificent castles, charming villages, and lush gardens. Every brick, statue, and fountain is yours to place and personalize. Watch your realm flourish as you merge and decorate your way to a thriving fairytale world!🤝 FORGE ALLIANCES & UNITE FOR VICTORY:You won't face this epic challenge alone! Merge your strengths with a loyal knight, a kind-hearted prince, and other heroic companions. Journey together, fight alongside brave allies, and stand united to defend the realm from darkness!🧩 SOLVE MERGE-PUZZLES & UNRAVEL THE TRUTH:Crack the witch’s insidious traps and solve intricate merge-style puzzles to unveil the true mystery behind the kingdom’s downfall. Piece together clues, merge insights, and discover what dark secrets lie beneath the surface, threatening to plunge your world into eternal shadow!Are you ready to merge your way to glory and restore your destiny? Download Merge Princess Saga now and embark on an unforgettable adventure! ✨Love Merge Princess Saga? Follow us on Facebook for the latest updates and exclusive content!👉 https://www.facebook.com/MergePrincessSaga","your, merge, kingdom, princess, saga",https://play-lh.googleusercontent.com/oXpozNzDRjVxDWH9-3owdchccycrVe_fqd4OWhsDNMr9408BmExjg2Pbv0W6TCYzHA=w526-h296-rw,https://play-lh.googleusercontent.com/QZVvn4VVzPgZfVG4LKDcyGd_RbP8WXdQCybj90TigDTyOA8mN4Zd0Y6ocn5yToVYxxH4=w526-h296-rw,https://play-lh.googleusercontent.com/9hy4vJtLz441mRM9eRPJUYTLl9CmtOB9VImV6Xic7T9jXKRpxnX9XRd9mo4Gf72c_q0=w526-h296-rw,https://play-lh.googleusercontent.com/H8YoX35awI5JT5ACOOMN4J-gSvhPFIAFXxSuePW9Yqonx43h8PiB4jCdeSjfVmkeDJY=w526-h296-rw
Games,Might & Magic Fates TCG,https://play-lh.googleusercontent.com/f7NvLO28_f3cachNcPMo6cXWXeC7DqDtIr55GqXjRwhj_UJgy68e_WwFwKb40hbHfea149xqYMJDpl6lgfAfFw=w240-h480-rw,100K+,"Feb 4, 2026",4.3,11.9K reviews,https://play.google.com/store/apps/details?id=com.ubisoft.mightmagic.fates.tcg&hl=en_US&gl=US,Ubisoft Entertainment,"Might & Magic Fates TCG is an original strategy card game rooted in the legendary Might & Magic universe. Build your deck, summon mythical creatures, cast devastating spells, and lead iconic heroes into battle. Each card is part of a living legacy shaped by decades of fantasy lore and player imagination.Enter the Sea of Fates, a fractured multiverse where timelines collide and destinies unravel. Lead the charge with powerful heroes, command diverse armies, and outwit your opponents in tactical duels that reward creativity and skill. Whether you're a longtime fan or new to card games, Fates offers a fresh take on a legendary world.COMMAND MIGHT & MAGIC HEROESLead with iconic heroes drawn from the Might & Magic universe. Progress each hero like an RPG character, unlocking game-changing abilities and evolving your strategy over time.COLLECT HUNDRED OF CARDSBuild your arsenal with powerful spells, creatures, and artifacts — as well as unique hero cards and strategic building cards that shape the battlefield in your favor.MASTER ICONIC FACTIONSFight for the glory of Haven, raise the dead in Necropolis, unleash Inferno’s fury, or command the arcane power of Academy.PLAY WITH STRATEGY AND FREEDOMCraft your own tactics with a flexible deckbuilding system, then test your skill in battles where synergy, positioning, and timing matter more than luck.PLAY SOLO OR PVPClimb the ranks in competitive multiplayer or enjoy seasonal solo events and faction-based challenges.FREE TO PLAY, FAIR FOR ALLPlay and progress without paywalls. In-game purchases are optional and never required to compete.Your cards are more than tools. They are echoes of fallen worlds, bound to fate.Are you truly prepared to discover your fate?","your, magic, fates, strategy, card",https://play-lh.googleusercontent.com/eeT3fMsNgt2dQlsHSTidi22VPtPnCXqBhNJ6afn12V1YpsxCgQU_IUAMCC_Wyd242BoUJiwZswBJ0ULXpnE3ug=w526-h296-rw,https://play-lh.googleusercontent.com/ZaiAZEuT2a4chDOGm_PEajJA_dGx4LYFCCrBIVv6yfORIgLYdNzZJn4zacuwCZTdARpWZJIg5uiBTQQA0pxuDg=w526-h296-rw,https://play-lh.googleusercontent.com/Y4JFbrbdODfDhOgor16UpnZgFKk7eFhH5NOenb4xStfTN_kIkdc10SxnUEtPi0xSyAkd50ggxEkdB2EJKNg4ew=w526-h296-rw,https://play-lh.googleusercontent.com/QoFX_14B-xaVPUw75mMoSciPywlwaVGJQAoy7kD2cIX2UAcTaBXMkfdYoblCBVprRSGavPvHMSG5gGPjCeIakQ=w526-h296-rw
Games,Murder on Space Station 52,https://play-lh.googleusercontent.com/T2wx1uSTMqlDzyJZv-frIFhmQHua6uUX4y95dQGtBti_xWIrRyxrBPQbPkwnpX1TEdcFuYsw1ZgjCiaNf5Ll=w240-h480-rw,50+,"Dec 26, 2025",N/A,N/A,https://play.google.com/store/apps/details?id=com.dionous.moss52&hl=en_US&gl=US,Dionous Games,"Someone on space station 52 is monstrously murdering its denizens and leaving keys in their wounds.In this strange place, filled with even stranger beings, Edward Locke will discover more about himself than he ever could have imagined. Join him as he explores a hand-drawn, richly conceived world: filled with danger, mystery, creativity and memorable moments.Collect evidence, question suspects, explore the scenic station, consult your meticulous murder board and catch the Keychain Killer. Earn in-game currency by exploring the world or completing tasks and use it to customise your apartment and aquarium with the most amazing items and creatures.FEATURES- A murder mystery investigation with evidence collection and suspect interrogation.- A unique hand-drawn world full of perilous situations and unbelievable mysteries.- Fun and challenging puzzles that will challenge your solving skills.- Full voiceover for the entire charismatic cast.- All original,  blues inspired cinematic soundtrack.","world, your, station, filled, handdrawn",https://play-lh.googleusercontent.com/qPnvA5nu5hwSAXQjmx7Eug_3EOSmE1p7Ggqfq2yBmERO1-RuSUky_dke6s8UlWj0qyKMcy1QHrGZEdnwoo3C=w526-h296-rw,https://play-lh.googleusercontent.com/277PjvcGEIzQKJukqMVjxdVfjLGesfQ1mab9stbeqoXjj45ViUMtykSMOULlhLQW2HsX9gSEeAtMRBVN_6Y8NQ=w526-h296-rw,https://play-lh.googleusercontent.com/j2nJngibxgVeq2GjTcSAqN8xwppzJGaFRPrtncRumEn30wG91WKnf3ijlU7Fm7iNWkGGSdhW2i7WhpWNvav-GQ=w526-h296-rw,https://play-lh.googleusercontent.com/KFZhcqjynm7ND5foe0kjh9xpiCLxCA-mbM1Zs4VxBjmVsDK7h3xtph_W5QTuSIRUUY2FPqQ-VSEKZXgG_7JD=w526-h296-rw
